Date,SPX_Price,VIX,R10_Yield,Short_Rate,HY_Spread,BCRED_Spread,Is_Simulated
Apr 2009,233.06,45.0,2.5,2.12,14.0,,FALSE
May 2009,210.98,45.0,2.5,1.36,14.0,,FALSE
Jun 2009,204.4,45.0,2.5,1.74,14.0,,FALSE
Jul 2009,191.13,45.0,2.5,1.5,14.0,,FALSE
Aug 2009,179.74,45.0,2.5,1.54,14.0,,FALSE
Sep 2009,182.42,45.0,2.5,0.7,14.0,,FALSE
Oct 2009,172.07,45.0,2.5,1.15,14.0,,FALSE
Nov 2009,165.43,45.0,2.5,1.32,14.0,,FALSE
Dec 2009,145.56,45.0,2.5,2.29,14.0,,FALSE
Jan 2010,150.83,43.97,2.37,0.25,13.08,,FALSE
Feb 2010,147.75,38.53,2.41,1.8,11.86,,FALSE
Mar 2010,141.72,31.05,2.38,1.0,11.03,,FALSE
Apr 2010,140.96,26.8,2.39,2.12,10.79,,FALSE
May 2010,139.07,22.57,2.49,1.24,10.55,,FALSE
Jun 2010,143.04,18.43,2.46,1.34,10.48,,FALSE
Jul 2010,145.84,18.53,2.56,1.76,9.9,,FALSE
Aug 2010,146.74,17.26,2.51,1.33,9.48,,FALSE
Sep 2010,141.86,13.38,2.61,0.98,8.98,,FALSE
Oct 2010,162.96,16.37,2.54,2.47,8.41,,FALSE
Nov 2010,168.0,16.05,2.63,1.49,8.06,,FALSE
Dec 2010,168.12,16.08,2.68,1.78,7.82,,FALSE
Jan 2011,174.34,17.1,2.65,2.18,7.71,,FALSE
Feb 2011,183.08,16.01,2.65,1.09,7.39,,FALSE
Mar 2011,179.29,13.91,2.56,2.25,7.18,,FALSE
Apr 2011,184.8,15.1,2.64,1.27,7.1,,FALSE
May 2011,196.07,16.69,2.56,1.18,6.93,,FALSE
Jun 2011,189.76,18.58,2.62,1.63,6.76,,FALSE
Jul 2011,184.42,16.69,2.59,1.66,6.38,,FALSE
Aug 2011,179.02,16.86,2.54,1.54,5.81,,FALSE
Sep 2011,174.17,13.37,2.6,1.98,5.87,,FALSE
Oct 2011,159.77,13.22,2.49,1.62,5.9,,FALSE
Nov 2011,170.75,13.61,2.54,1.4,5.51,,FALSE
Dec 2011,181.55,14.19,2.4,0.5,4.81,,FALSE
Jan 2012,186.8,15.92,2.41,1.89,4.68,,FALSE
Feb 2012,183.93,21.3,2.44,1.25,4.87,,FALSE
Mar 2012,180.97,18.97,2.43,1.63,4.48,,FALSE
Apr 2012,182.25,20.62,2.43,1.43,4.32,,FALSE
May 2012,178.22,21.42,2.39,1.82,4.37,,FALSE
Jun 2012,186.57,18.82,2.35,1.58,4.11,,FALSE
Jul 2012,191.25,19.95,2.36,1.43,4.19,,FALSE
Aug 2012,191.52,18.04,2.34,2.12,4.27,,FALSE
Sep 2012,193.73,19.52,2.47,0.85,4.48,,FALSE
Oct 2012,205.67,18.21,2.48,1.17,4.36,,FALSE
Nov 2012,193.85,17.73,2.45,1.15,4.28,,FALSE
Dec 2012,194.02,14.88,2.21,1.46,4.2,,FALSE
Jan 2013,200.9,15.55,2.15,1.0,4.52,,FALSE
Feb 2013,192.72,15.31,2.03,0.69,4.72,,FALSE
Mar 2013,186.62,16.02,1.86,1.31,4.86,,FALSE
Apr 2013,193.39,19.15,1.96,1.41,4.59,,FALSE
May 2013,195.19,17.44,1.92,1.0,4.7,,FALSE
Jun 2013,187.92,16.05,1.81,0.93,4.83,,FALSE
Jul 2013,189.17,20.72,1.55,0.15,4.76,,FALSE
Aug 2013,200.07,20.95,1.51,1.1,4.74,,FALSE
Sep 2013,207.63,20.94,1.58,0.57,4.86,,FALSE
Oct 2013,223.66,18.9,1.63,0.58,4.75,,FALSE
Nov 2013,227.08,18.64,1.5,0.47,4.43,,FALSE
Dec 2013,220.32,21.08,1.51,1.31,4.39,,FALSE
Jan 2014,222.18,19.81,1.5,0.1,4.08,,FALSE
Feb 2014,220.67,17.86,1.51,0.7,3.87,,FALSE
Mar 2014,227.27,15.21,1.63,0.51,4.04,,FALSE
Apr 2014,216.12,13.15,1.74,1.14,4.4,,FALSE
May 2014,214.63,15.4,1.71,0.74,4.51,,FALSE
Jun 2014,218.02,19.52,1.71,1.52,4.34,,FALSE
Jul 2014,217.88,18.46,1.91,1.08,4.36,,FALSE
Aug 2014,216.9,21.01,2.03,1.75,3.93,,FALSE
Sep 2014,238.29,16.91,1.98,0.75,4.1,,FALSE
Oct 2014,240.28,15.3,1.83,0.62,4.18,,FALSE
Nov 2014,249.87,18.86,1.76,0.86,4.31,,FALSE
Dec 2014,255.74,19.23,1.62,0.1,4.14,,FALSE
Jan 2015,267.81,16.09,1.58,0.28,4.17,,FALSE
Feb 2015,269.02,16.46,1.53,0.75,4.11,,FALSE
Mar 2015,280.05,15.53,1.73,1.06,4.1,,FALSE
Apr 2015,274.58,18.09,1.71,0.1,4.01,,FALSE
May 2015,252.3,16.26,1.51,0.12,4.26,,FALSE
Jun 2015,243.36,17.53,1.59,0.58,4.04,,FALSE
Jul 2015,266.83,17.36,1.54,0.25,4.23,,FALSE
Aug 2015,252.86,17.22,1.38,0.83,4.58,,FALSE
Sep 2015,238.24,16.63,1.35,0.1,4.75,,FALSE
Oct 2015,235.52,17.11,1.35,0.1,4.48,,FALSE
Nov 2015,250.38,17.67,1.08,0.1,4.52,,FALSE
Dec 2015,255.86,19.65,0.97,0.86,4.65,,FALSE
Jan 2016,250.0,19.65,0.91,0.15,4.62,,FALSE
Feb 2016,238.95,16.78,0.91,0.1,4.39,,FALSE
Mar 2016,253.58,13.06,0.97,0.31,4.5,,FALSE
Apr 2016,252.62,14.28,0.87,0.1,4.4,,FALSE
May 2016,255.48,17.86,0.8,0.1,4.7,,FALSE
Jun 2016,273.51,18.48,0.72,0.1,4.51,,FALSE
Jul 2016,270.84,20.06,0.78,0.28,4.21,,FALSE
Aug 2016,270.63,25.52,0.8,0.1,4.64,,FALSE
Sep 2016,275.47,23.3,0.85,0.1,4.8,,FALSE
Oct 2016,269.88,22.9,0.9,0.1,4.9,,FALSE
Nov 2016,277.46,22.59,0.84,0.1,4.64,,FALSE
Dec 2016,274.71,22.79,1.0,0.55,4.63,,FALSE
Jan 2017,258.01,21.04,1.06,0.1,4.79,,FALSE
Feb 2017,260.52,21.28,1.02,0.1,4.94,,FALSE
Mar 2017,268.24,21.74,1.02,0.1,4.76,,FALSE
Apr 2017,259.84,22.92,0.96,0.2,4.3,,FALSE
May 2017,269.78,23.85,1.03,0.1,4.24,,FALSE
Jun 2017,273.55,23.05,0.88,0.1,4.51,,FALSE
Jul 2017,256.86,19.78,0.7,0.38,4.59,,FALSE
Aug 2017,239.05,22.13,0.81,0.1,4.46,,FALSE
Sep 2017,242.56,20.75,0.69,0.1,4.71,,FALSE
Oct 2017,229.91,22.78,0.74,0.1,4.91,,FALSE
Nov 2017,235.19,19.69,0.7,0.17,4.92,,FALSE
Dec 2017,227.17,17.47,0.69,0.1,4.89,,FALSE
Jan 2018,213.58,13.41,0.77,0.24,5.06,,FALSE
Feb 2018,205.53,10.75,0.7,0.17,4.98,,FALSE
Mar 2018,202.02,10.0,0.72,0.1,4.95,,FALSE
Apr 2018,211.07,13.43,0.69,0.34,5.24,,FALSE
May 2018,201.99,15.3,0.77,0.1,4.93,,FALSE
Jun 2018,206.61,15.8,0.67,0.1,5.09,,FALSE
Jul 2018,206.02,17.78,0.71,0.1,4.77,,FALSE
Aug 2018,206.99,18.39,0.7,0.1,4.44,,FALSE
Sep 2018,208.32,19.01,0.81,0.32,4.38,,FALSE
Oct 2018,217.63,17.67,0.79,0.1,4.43,,FALSE
Nov 2018,206.61,20.77,0.74,0.1,4.12,,FALSE
Dec 2018,205.98,20.43,0.81,0.1,4.06,,FALSE
Jan 2019,206.9,17.78,0.72,0.14,3.96,,FALSE
Feb 2019,210.68,20.34,0.65,0.1,4.15,,FALSE
Mar 2019,216.83,19.69,0.69,0.1,4.28,,FALSE
Apr 2019,218.83,20.76,0.57,0.1,4.48,,FALSE
May 2019,212.73,22.04,0.63,0.1,4.44,,FALSE
Jun 2019,228.24,22.43,0.5,0.1,4.51,,FALSE
Jul 2019,250.41,20.1,0.5,0.1,4.64,,FALSE
Aug 2019,251.78,21.06,0.5,0.1,4.52,,FALSE
Sep 2019,248.08,20.12,0.5,0.1,4.13,,FALSE
Oct 2019,246.82,20.98,0.64,0.1,3.92,,FALSE
Nov 2019,244.99,21.22,0.72,0.1,4.04,,FALSE
Dec 2019,260.55,18.64,0.65,0.1,3.87,,FALSE
Jan 2020,268.94,19.06,0.51,0.1,3.67,,FALSE
Feb 2020,244.1,19.1,0.5,0.1,3.73,,FALSE
Mar 2020,176.31,55.0,0.6,0.1,10.0,,FALSE
Apr 2020,228.81,55.0,0.6,0.1,10.0,,FALSE
May 2020,234.85,50.84,0.63,0.1,9.39,,FALSE
Jun 2020,226.82,43.21,0.69,0.1,9.31,,FALSE
Jul 2020,238.49,38.14,0.74,0.1,8.65,,FALSE
Aug 2020,226.77,34.78,0.83,0.19,7.98,,FALSE
Sep 2020,214.41,36.67,0.81,0.1,7.57,,FALSE
Oct 2020,197.88,37.59,0.75,0.54,7.47,,FALSE
Nov 2020,175.89,32.47,0.93,0.1,7.25,,FALSE
Dec 2020,177.89,31.7,0.92,0.43,7.04,,FALSE
Jan 2021,171.25,27.4,0.83,0.1,6.84,5.5,FALSE
Feb 2021,161.38,25.07,0.89,0.1,6.78,5.5,FALSE
Mar 2021,173.22,28.8,0.85,0.41,6.54,5.5,FALSE
Apr 2021,177.55,30.25,0.95,0.1,6.39,5.5,FALSE
May 2021,168.34,30.15,0.94,0.25,6.45,5.5,FALSE
Jun 2021,166.14,27.75,0.91,0.1,6.09,5.5,FALSE
Jul 2021,162.85,27.54,0.91,0.78,5.94,5.5,FALSE
Aug 2021,168.61,24.67,0.92,0.86,6.04,5.5,FALSE
Sep 2021,165.29,21.97,0.85,0.1,5.65,5.5,FALSE
Oct 2021,158.07,23.48,0.63,0.1,5.71,5.5,FALSE
Nov 2021,154.03,23.4,0.61,0.1,5.59,5.5,FALSE
Dec 2021,160.65,25.05,0.61,0.1,5.57,5.5,FALSE
Jan 2022,172.0,24.37,0.62,0.1,5.75,5.5,FALSE
Feb 2022,176.88,22.0,0.68,0.1,5.53,5.5,FALSE
Mar 2022,179.72,24.35,0.7,0.1,5.49,5.5,FALSE
Apr 2022,179.31,23.74,0.79,0.1,5.19,5.5,FALSE
May 2022,177.66,20.25,0.7,0.1,4.99,5.5,FALSE
Jun 2022,191.14,21.27,0.56,0.1,4.94,5.5,FALSE
Jul 2022,183.18,19.01,0.61,0.1,5.1,5.5,FALSE
Aug 2022,177.18,19.52,0.69,0.28,5.08,5.5,FALSE
Sep 2022,185.27,19.77,0.75,0.43,4.83,5.5,FALSE
Oct 2022,191.51,20.3,0.62,0.1,4.91,5.5,FALSE
Nov 2022,195.96,17.49,0.64,0.62,4.76,5.5,FALSE
Dec 2022,194.77,16.59,0.5,0.1,4.75,5.5,FALSE
Jan 2023,200.34,17.02,0.5,0.1,4.87,5.5,FALSE
Feb 2023,199.64,17.94,0.5,0.1,4.99,5.5,FALSE
Mar 2023,210.86,18.17,0.5,0.1,4.91,5.5,FALSE
Apr 2023,222.79,20.35,0.5,0.1,5.0,5.5,FALSE
May 2023,225.92,20.05,0.7,0.1,5.15,5.5,FALSE
Jun 2023,243.19,22.42,0.7,0.11,5.02,5.5,FALSE
Jul 2023,251.86,22.04,0.74,0.69,4.68,5.5,FALSE
Aug 2023,248.02,21.23,0.83,0.1,4.55,5.5,FALSE
Sep 2023,261.17,24.22,0.72,0.1,4.84,5.5,FALSE
Oct 2023,282.93,21.87,0.85,0.1,4.66,5.5,FALSE
Nov 2023,280.78,24.81,0.9,0.17,4.46,5.5,FALSE
Dec 2023,288.74,25.05,0.93,0.1,4.78,5.5,FALSE
